Item_ID,Raw_Description,Category,Sub_Category,Category_Level_1,Category_Level_2,Category_Level_3,analysis_type,extraction_confidence,spec_type,spec_amps,spec_voltage,spec_phase,spec_poles,spec_kaic,spec_frame,spec_kva,spec_gauge,spec_nema,RawMat_Finish,RawMat_Thickness,RawMat_Width,RawMat_Length,RawMat_UoM,RawMat_Weight_Lbs,voltage_inferred,Canonical_Group_ID,Canonical_Name
3576168,"SQD 3P 600V 100A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,100.0,480V,,3.0,65.0,H,,,,,,,,,,False,5074,"Sqd 3P 600V 100A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
3576175,ABB EKIP COM MODBUS TCP,,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Communication Module,,,,,,,,,,,,,,,,False,942,Abb Ekip Com Modbus Tcp
3576177,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,2015,Consumables
3576291,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3576410,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,2015,Consumables
3576520,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3576527,53710_Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,778,53710_Warehouse Tools & Equipment
3576528,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3576736,EATON PD FRAME 2 225A 80% RATED TMF TRIP UNIT 65KAIC @480V 3P UL,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,225.0,480V,,3.0,65.0,PD FRAME 2,,,,,,,,,,False,2350,Eaton Pd Frame 2 225A 80% Rated Tmf Trip Unit 65Kaic @480V 3P Ul
3576746,ANORD MARDIX: 36: CT EXTENSION TWISTED WIRES 1015 24AWG,,,Wire & Cable,Control Cable,Multi-Conductor,ai_extraction,0.8,Wire,,,,,,,,24AWG,,,,,,,,False,1363,Anord Mardix: 36: Ct Extension Twisted Wires 1015 24Awg
3576851,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3577559,Prepaid Expenses,,,Professional Services,Engineering Services,Consulting,,0.9,rule_based,,,,,,,,,,,,,,,,False,4395,Prepaid Expenses
3577560,ABB: Cradle for E6.2 IU=5000 3P,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Cradle,5000.0,,,3.0,,E6.2,,,,,,,,,,False,1047,ABB: Cradle for E6.2 IU=5000 3P
3577661,SQD: CRADLE WITH BACKMOLD FOR MTZ2 20L,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Cradle,,,,,,MTZ2,,,,,,,,,,False,6004,Sqd: Cradle With Backmold For Mtz2 20L
3577862,EATON PD FRAME 3 400A 100% RATED PXR20 LSI TRIP UNIT 65KAIC @480V 3P UL,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,400.0,480V,,3.0,65.0,3,,,,,,,,,,False,15395,Eaton Pd Frame 3 400A 100% Rated Pxr20 Lsi Trip Unit 65Kaic @480V 3P Ul
3578269,Prepaid Expenses,,,Professional Services,Engineering Services,Consulting,,0.9,rule_based,,,,,,,,,,,,,,,,False,4395,Prepaid Expenses
3578691,ABB 3PH 225A 600VAC 65KAIC AT 480V EKIP DIP LS/I BREAKER,,,Circuit Protection,Low Voltage Breakers,MCCB,regex_extraction,0.9,Breaker,225.0,600VAC,3.0,,65.0,,,,,,,,,,,False,904,Abb 3Ph 225A 600Vac 65Kaic At 480V Ekip Dip Ls/I Breaker
3578693,"Aluminum Compression Lug, 2 Hole w/o Inspection Window, 250 kcmil, 1/2"" Stud, 1-3/4"" Stud Hole Spacing, Tin Plated.",,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,Lug,,,,,,,,250 kcmil,,,,,,,,False,1337,"Aluminum Compression Lug, 2 Hole w/o Inspection Window, 250 kcmil, 1/2"" Stud, 1-3/4"" Stud Hole Spacing, Tin Plated."
3578796,Office supplies,,,MRO & Indirect,Office & Administrative,Office Supplies,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,4234,Office supplies
3578902,"ABB: E4.2H-A 3200 EKIP HI-TOUCH LSIG 4P WMP, NEUTRAL POLE ON RIGHT RATING PLUG 3000 E4.2 INST, YO E1.2..E6.2 24 V AC/DC, YC E1.2..E6.2 110-120 V AC/DC, UVR E1.2..E6.2 110-120 V AC/DC, M E2.2...E6.2 100-130 V AC/DC, S51 250V E2.2...E6.2, KLC-S KEY LOCK IN OPEN POSITION N.20005 E2.2...E6.2, PBC D=7MM E2.2...E6.2, SEALABLE TRIP UNIT COVER, EKIP SUPPLY 24-48VDC, EKIP COM MODBUS TCP E1.2..E6.2, EKIP 2K-3 E1.2...E6.2,BLUETOOTH DISABLED, NON DEFEATABLE I PROTECTION E1.2...E6.2",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,3200.0,120V AC/DC,,4.0,,E4.2,,,,,,,,,,True,1070,"Abb: E4.2H-A 3200 Ekip Hi-Touch Lsig 4P Wmp, Neutral Pole On Right Rating Plug 3000 E4.2 Inst, Yo E1.2..E6.2 24 V Ac/Dc, Yc E1.2..E6.2 110-120 V Ac/Dc, Uvr E1.2..E6.2 110-120 V Ac/Dc, M E2.2...E6.2 100-130 V Ac/Dc, S51 250V E2.2...E6.2, Klc-S Key Lock In Open Position N.20005 E2.2...E6.2, Pbc D=7Mm E2.2...E6.2, Sealable Trip Unit Cover, Ekip Supply 24-48Vdc, Ekip Com Modbus Tcp E1.2..E6.2, Ekip 2K-3 E1.2...E6.2,Bluetooth Disabled, Non Defeatable I Protection E1.2...E6.2"
3579004,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3579205,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,2015,Consumables
3579208,ETN: FAZ 3P 5A 480V 50/60Hz MCB,,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,MCB,5.0,480VAC,,3.0,,,,,,,,,,,,False,2604,ETN: FAZ 3P 5A 480V 50/60Hz MCB
3579209,"MCB 15A, 480Y / 277 VAC / 96 VDC, 2P, B CURVE14kA",,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,MCB,15.0,277VDC,,2.0,14.0,,,,,,,,,,,False,4031,"MCB 15A, 480Y / 277 VAC / 96 VDC, 2P, B CURVE14kA"
3579210,ABB: XT4H 250 TMF 150-1500 3P F F UL/CSA,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,150.0,,,3.0,,XT4,,,,,,,,,,True,6591,"""XT4H 250 Ekip LSI In=150A 3p F F UL/CSA Bill of Material (XT4HU3150FFF000XXX) : XT4H 250 Ekip LSI In=150A 3p F F UL/CSA: [ 1SDA075445R1 ] No Lugs"""
3579313,Inbound Freight,,,Logistics & Freight,Transportation,Freight Shipping,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,3705,Inbound Freight
3579516,SIE: 3PH 3P 240V 35A 22kA@240V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,35.0,240V,3.0,3.0,22.0,,,,,,,,,,,False,4794,SIE: 3PH 3P 240V 35A 22kA@240V
3579517,"ABB: E4.2H-A 3200 EKIP HI-TOUCH LSIG 4P WMP, NEUTRAL POLE ON RIGHT RATING PLUG 3000 E4.2 INST, YO E1.2..E6.2 24 V AC/DC, YC E1.2..E6.2 110-120 V AC/DC, UVR E1.2..E6.2 110-120 V AC/DC, M E2.2...E6.2 100-130 V AC/DC, S51 250V E2.2...E6.2, KLC-S KEY LOCK IN OPEN POSITION N.20005 E2.2...E6.2, PBC D=7MM E2.2...E6.2, SEALABLE TRIP UNIT COVER, EKIP SUPPLY 24-48VDC, EKIP COM MODBUS TCP E1.2..E6.2, EKIP 2K-3 E1.2...E6.2,BLUETOOTH DISABLED, NON DEFEATABLE I PROTECTION E1.2...E6.2",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,3200.0,120V AC/DC,,4.0,,E4.2,,,,,,,,,,True,1070,"Abb: E4.2H-A 3200 Ekip Hi-Touch Lsig 4P Wmp, Neutral Pole On Right Rating Plug 3000 E4.2 Inst, Yo E1.2..E6.2 24 V Ac/Dc, Yc E1.2..E6.2 110-120 V Ac/Dc, Uvr E1.2..E6.2 110-120 V Ac/Dc, M E2.2...E6.2 100-130 V Ac/Dc, S51 250V E2.2...E6.2, Klc-S Key Lock In Open Position N.20005 E2.2...E6.2, Pbc D=7Mm E2.2...E6.2, Sealable Trip Unit Cover, Ekip Supply 24-48Vdc, Ekip Com Modbus Tcp E1.2..E6.2, Ekip 2K-3 E1.2...E6.2,Bluetooth Disabled, Non Defeatable I Protection E1.2...E6.2"
3579521,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,2015,Consumables
3579652,SQD: 400A 240V NEMA 1 ENCLOSURE,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,5560,Sqd: 400A 240V Nema 1 Enclosure
3579755,"ASI: Single Three Prong Grounded AC Outlet Power Module,Din Rail Mounted Convenience Outlet,Black",,,Enclosures & Hardware,Structural Components,DIN Rails,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,1420,"ASI: Single Three Prong Grounded AC Outlet Power Module,Din Rail Mounted Convenience Outlet,Black"
3580063,50300_Consumables (LB),,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,765,50300_Consumables (LB)
3580170,"Square D Masterpact MTZ SB03, SB04",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,,,,,,MTZ,,,,,,,,,,True,6281,"Square D Masterpact MTZ SB03, SB04"
3580985,"ABB: E4.2H-A 3200 EKIP HI-TOUCH LSIG 3P WMP, RATING PLUG 3000 E4.2 INST, YO E1.2..E6.2 24 V AC/DC, YC E1.2..E6.2 110-120 V AC/DC, UVR E1.2..E6.2 110-120 V AC/DC, M E2.2...E6.2 100-130 V AC/DC, S51 250V E2.2...E6.2, KLC-S KEY LOCK IN OPEN POSITION N.20005 E2.2...E6.2, PBC D=7MM E2.2...E6.2, SEALABLE TRIP UNIT COVER, EKIP SUPPLY 24-48VDC, EKIP COM MODBUS TCP E1.2..E6.2, EKIP 2K-3 E1.2...E6.2,BLUETOOTH DISABLED, NON DEFEATABLE I PROTECTION E1.2...E6.2",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,3000.0,120VAC/DC,,3.0,,E4.2,,,,,,,,,,False,1068,"Abb: E4.2H-A 3200 Ekip Hi-Touch Lsig 3P Wmp, Rating Plug 3000 E4.2 Inst, Yo E1.2..E6.2 24 V Ac/Dc, Yc E1.2..E6.2 110-120 V Ac/Dc, Uvr E1.2..E6.2 110-120 V Ac/Dc, M E2.2...E6.2 100-130 V Ac/Dc, S51 250V E2.2...E6.2, Klc-S Key Lock In Open Position N.20005 E2.2...E6.2, Pbc D=7Mm E2.2...E6.2, Sealable Trip Unit Cover, Ekip Supply 24-48Vdc, Ekip Com Modbus Tcp E1.2..E6.2, Ekip 2K-3 E1.2...E6.2,Bluetooth Disabled, Non Defeatable I Protection E1.2...E6.2"
3581288,"SQD: X80 Switch Module, 3 ports",,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Switch Module,,,,,,,,,,,,,,,,False,15396,"SQD: X80 Switch Module, 3 ports"
3581289,FUSE HOLDER: 1P 10X38MFH30A 600V CLASS CC INDICATOR,,,Circuit Protection,Fuses & Disconnects,Fuse Holders,regex_extraction,0.9,Fuse,30.0,600VAC,,1.0,,,,,,,,,,,,False,2736,Fuse Holder: 1P 10X38Mfh30A 600V Class Cc Indicator
3581290,FUSE HOLDER: 1P 10X38MFH30A 600V CLASS CC INDICATOR,,,Circuit Protection,Fuses & Disconnects,Fuse Holders,regex_extraction,0.9,Fuse,30.0,600VAC,,1.0,,,,,,,,,,,,False,2736,Fuse Holder: 1P 10X38Mfh30A 600V Class Cc Indicator
3581604,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3581605,L-COM CAT6 RJ45 COUPLER SHIELDED (8X8) PANEL MOUNT STYLE ETHERNET SWITCH,,,Electrical Components,Terminal & Wiring,Connectors,ai_extraction,0.8,Coupler,,,,,,,,,,,,,,,,False,3832,L-Com Cat6 Rj45 Coupler Shielded (8X8) Panel Mount Style Ethernet Switch
3581606,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,2015,Consumables
3581607,50300_Consumables (PK),,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,766,50300_Consumables (PK)
3581608,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3581814,Cost of Sales - Retail Sales,,,Professional Services,Engineering Services,Consulting,,0.9,rule_based,,,,,,,,,,,,,,,,False,2046,Cost of Sales - Retail Sales
3581815,XT4H 250 E.TCH LSIG 225 3P 65KAIC 100% RATED FF UL100 (1SDX103345R1),,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,225.0,,,3.0,65.0,XT4,,,,,,,,,,True,5960,Xt4H 250 E.Tch Lsig 225 3P 65Kaic 100% Rated Ff Ul100 (1Sdx103345R1)
3581818,"SQD 3P 600V 60A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,60.0,480V,,3.0,65.0,H,,,,,,,,,,False,5077,"Sqd 3P 600V 60A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
3581931,"SQD: CIRCUIT BREAKER ACCESSORY, POWERPACT H/J/L, MICROLOGIC, I-LINE WIRE HARNESS, EXTERNAL NEUTRAL CURRENT TRANSFORMER, ENCT",,,Circuit Protection,Breaker Accessories,Trip Units,regex_extraction,0.7,Transformer,,,,,,H,,,,,,,,,,False,15397,"Sqd: Circuit Breaker Accessory, Powerpact H/J/L, Micrologic, I-Line Wire Harness, External Neutral Current Transformer, Enct"
3582033,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,2015,Consumables
3582234,ABB: XT5H 400A EKIP DIP LSI IN400 3P UL WT. PADLOCK DEVICE (1SDX166475R1),,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,400.0,,,3.0,,XT5,,,,,,,,,,True,6624,"""XT5H 400 Ekip Dip LSI In400 3p FF UL/CSA Bill of Material: (XT5HU340AFFF000XXX) : XT5H 400 Ekip Dip LSI In400 3p FF UL/CSA (N/A) : 1/2 KIT TERMINALI STANDARD (KXT5CUAL2X500K-3PC) : FCCuAl 2x2/0-500kcmil XT5 3pUL"""
3582235,"SQD: MASTERPACT MTZ2, EARTH FAULT PROTECTION, SENSOR RATING 400A-2000A, EXTERNAL CURRENT SENSOR",,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,ACB,2000.0,,,,,MTZ2,,,,,,,,,,False,5589,"Sqd: Masterpact Mtz2, Earth Fault Protection, Sensor Rating 400A-2000A, External Current Sensor"
3582236,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,2015,Consumables
3582242,"SQD: MASTERPACT MTZ2, EARTH FAULT PROTECTION, SENSOR RATING 400A-2000A, EXTERNAL CURRENT SENSOR",,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,ACB,2000.0,,,,,MTZ2,,,,,,,,,,False,5589,"Sqd: Masterpact Mtz2, Earth Fault Protection, Sensor Rating 400A-2000A, External Current Sensor"
3582345,LUG KIT FOR EATON PD2 FRAME #6-300 kcmil (Al),,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,Lug Kit,,,,,,PD2,,6-300 kcmil,,,,,,,,False,3975,LUG KIT FOR EATON PD2 FRAME #6-300 kcmil (Al)
3582348,"Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",,,Miscellaneous/Other,Uncategorized,Insufficient Information,,1.0,rule_based,,,,,,,,,,,,,,,,False,4254,"Other (i.e. hardware, cables, Pole Mounted Equipment, etc)"
3582349,"Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",,,Miscellaneous/Other,Uncategorized,Insufficient Information,,1.0,rule_based,,,,,,,,,,,,,,,,False,4254,"Other (i.e. hardware, cables, Pole Mounted Equipment, etc)"
3582555,"16 GAUGE, GALVANNEAL STEEL SHEET, 8FT X 4FT",,,Raw Materials,Steel Products,Galvanneal Sheet,regex_extraction,0.0,,,,,,,,,,,Galvanneal,0.0598,,,IN,,False,177,"16 Gauge, Galvanneal Steel Sheet, 8Ft X 4Ft"
3582556,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3583467,"Square D Masterpact MTZ SB10, SB11",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,,,,,,MTZ,,,,,,,,,,True,6281,"Square D Masterpact MTZ SB03, SB04"
3583468,"Square D Masterpact MTZ SB01, 2, 5, 6 , 7, 8, 9",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,,,,,,MTZ,,,,,,,,,,True,5635,"Square D Masterpact MTZ SB01, 2, 5, 6 , 7, 8, 9"
3583570,ABB: XT4H 250 TMF 225-2250 3P F F UL/CSA,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,225.0,,,3.0,,XT4,,,,,,,,,,True,6605,Description (XT4VU3225E) : XT4V 250 Ekip LS/I In=225A 3p F F UL/CSA: [ 1SDA075410R1 ] () : [ 1SDA114242R1 ] (KXT4CUAL2-3PC) : KIT FC CuAl 4 AWG-300 kcmil XT4 3pcs UL/CSA: [ 1SDA075861R1 ] (KXTCPLLOPCL) : PLL XT2-XT4 PADLOCKS DEVICE OP/CL: [ 1SDA066592R1 ]
3583571,ABB: TMAX XT5 400A 600V MAX BREAKER ENCLOSURE NEMA 1 SURFACE TYPE,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,15398,Abb: Tmax Xt5 400A 600V Max Breaker Enclosure Nema 1 Surface Type
3583572,1PH 2P 480V 20A 65kA@480V MFR: GENERAL ELECTRIC,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,480V,1.0,2.0,65.0,,,,,,,,,,,False,276,1PH 2P 480V 20A 65kA@480V MFR: GENERAL ELECTRIC
3583773,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,2015,Consumables
3583877,"ABB: E4.2H-A 3200 EKIP HI-TOUCH LSIG 4P WMP, NEUTRAL POLE ON RIGHT RATING PLUG 3000 E4.2 INST, YO E1.2..E6.2 24 V AC/DC, YC E1.2..E6.2 110-120 V AC/DC, UVR E1.2..E6.2 110-120 V AC/DC, M E2.2...E6.2 100-130 V AC/DC, S51 250V E2.2...E6.2, KLC-S KEY LOCK IN OPEN POSITION N.20005 E2.2...E6.2, PBC D=7MM E2.2...E6.2, SEALABLE TRIP UNIT COVER, EKIP SUPPLY 24-48VDC, EKIP COM MODBUS TCP E1.2..E6.2, EKIP 2K-3 E1.2...E6.2,BLUETOOTH DISABLED, NON DEFEATABLE I PROTECTION E1.2...E6.2",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,3200.0,120V AC/DC,,4.0,,E4.2,,,,,,,,,,False,1070,"Abb: E4.2H-A 3200 Ekip Hi-Touch Lsig 4P Wmp, Neutral Pole On Right Rating Plug 3000 E4.2 Inst, Yo E1.2..E6.2 24 V Ac/Dc, Yc E1.2..E6.2 110-120 V Ac/Dc, Uvr E1.2..E6.2 110-120 V Ac/Dc, M E2.2...E6.2 100-130 V Ac/Dc, S51 250V E2.2...E6.2, Klc-S Key Lock In Open Position N.20005 E2.2...E6.2, Pbc D=7Mm E2.2...E6.2, Sealable Trip Unit Cover, Ekip Supply 24-48Vdc, Ekip Com Modbus Tcp E1.2..E6.2, Ekip 2K-3 E1.2...E6.2,Bluetooth Disabled, Non Defeatable I Protection E1.2...E6.2"
3584082,"ACCUENERGY ACUVIM REMOTE DISPLAY FOR ACUVIM-IIR SERIES ""M"" METERS",,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,Remote Display,,,,,,,,,,,,,,,,False,1255,"Accuenergy Acuvim Remote Display For Acuvim-Iir Series ""M"" Meters"
3584083,"Safety costs (PPE, training, etc)",,,MRO & Indirect,Tools & Equipment,PPE,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,4550,"Safety costs (PPE, training, etc)"
3584084,GAUGE 14 GALVANNEAL STEEL 10'X5' SHEET,,,Raw Materials,Steel Products,Galvanneal Sheet,regex_extraction,0.85,,,,,,,,,,,Galvanneal,0.0747,5.0,144.0,IN,15.27,False,3004,Gauge 14 Galvanneal Steel 10'X5' Sheet
3584085,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,2015,Consumables
3584086,PHOENIX: DIN Rail Terminal Blocks DIN Rail Terminal Blocks PTFIX 6X10/S-NS35A GY,,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,Terminal Block,,,,6.0,,,,,,,,,,,,False,4330,PHOENIX: DIN Rail Terminal Blocks DIN Rail Terminal Blocks PTFIX 6X10/S-NS35A GY
3584087,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3584091,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,2015,Consumables
3584192,FUSE HOLDER: 1P 10X38MFH30A 600V CLASS CC INDICATOR,,,Circuit Protection,Fuses & Disconnects,Fuse Holders,regex_extraction,0.9,Fuse,30.0,600VAC,,1.0,,,,,,,,,,,,False,2736,Fuse Holder: 1P 10X38Mfh30A 600V Class Cc Indicator
3584296,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,2015,Consumables
3584297,"Safety costs (PPE, training, etc)",,,MRO & Indirect,Tools & Equipment,PPE,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,4550,"Safety costs (PPE, training, etc)"
3584299,"HMI 7"" PREPROGRAMMED 24VDC SINGLE METER SUPPORTED NO ENCLOSURE OEM",,,MRO & Indirect,Industrial Equipment,Manufacturing Equipment,ai_categorization,0.75,,,,,,,,,,,,,,,,,False,3647,"Hmi 7"" Preprogrammed 24Vdc Single Meter Supported No Enclosure Oem"
3584402,EATON 100VA CONTROL POWER TRANSFORMER KIT,,,Transformers,Low Voltage Transformers,Control Transformer,regex_extraction,0.7,Transformer,,,,,,,0.1,,,,,,,,,False,2244,Eaton 100Va Control Power Transformer Kit
3584403,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3584405,"SQD 3P 600V 60A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,60.0,480V,,3.0,65.0,H,,,,,,,,,,False,5077,"Sqd 3P 600V 60A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
3584506,50400_Subcontract Processing,,,Professional Services,Engineering Services,Consulting,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,769,50400_Subcontract Processing
3584507,"SQD: External current sensor, MasterPact MTZ3, earth fault protection, sensor rating 4000A-6300A, spare part",,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,Sensor,6300.0,,,,,MTZ3,,,,,,,,,,False,15399,"SQD: External current sensor, MasterPact MTZ3, earth fault protection, sensor rating 4000A-6300A, spare part"
3584508,50400_Subcontract Processing,,,Professional Services,Engineering Services,Consulting,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,769,50400_Subcontract Processing
3584509,50400_Subcontract Processing,,,Professional Services,Engineering Services,Consulting,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,769,50400_Subcontract Processing
3584510,GUAGE 12 GALVANIZED STEEL 8'X4' SHEET,,,Raw Materials,Steel Products,Galvanized Sheet,regex_extraction,0.85,,,,,,,,,,,Galvanized,0.1046,4.0,144.0,IN,17.11,False,3508,Guage 12 Galvanized Steel 8'X4' Sheet
3584511,"Custom Fabricated Skid C-Channels, laser cut and tapped, for C17-2253-1",,,Raw Materials,Steel Products,C-Channel,ai_extraction,0.75,,,,,,,,,,,,,,,IN,,False,15400,"Custom Fabricated Skid C-Channels, laser cut and tapped, for C17-2253-1"
3584512,"SQD 3P 600V 60A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,60.0,480V,,3.0,65.0,H,,,,,,,,,,False,5077,"Sqd 3P 600V 60A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
3584514,"SQD 3P 600V 60A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,60.0,480V,,3.0,65.0,H,,,,,,,,,,False,5077,"Sqd 3P 600V 60A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
